Unnamed: 0,Brand,Model,Year,VIN,Private Key,Public Key,Encrypted VIN,Hashed VIN,Proof
10,dodge,coupe,2009,2b3lj54t49h509675,dbd81cc491aa53f8f454271230ddecf8ab17af61c58e7e0b0c447f9251b61d91,4066c3919d62533081e257688e1567ce5326c9839a9e310c0a40c144c2ac2afe970f30fec4c1ca7670adb00bf186e2472b0897c3450b044e2f6414bd5939297a,rUh3tjrwPTN+59OR+oEGfs4fw6u61OTGjlJoTddqZko=,ad4877b63af03d337ee7d391fa81067ece1fc3abbad4e4c68e52684dd76a664a,0faf3cf2af15f187c2d96dfc9fa37c743e26fe582d1261013fbd42ce2d6720c79530293fa705577b81d57d62e182376d495c1adea001e025fcc0cd23b0419f20
11,gmc,mpv,2017,1gks2bkc6hr136280,8f7d86d29b8f978a28508c65afd1033f5fc30fa9a21fa62aa29ede1383a0b3e3,ae0ffdc75d43e4b847c2a6648f82d0718c2194a2dd3a56092744ec90c1c10080b1c9184d301f1b1c5988a1cc165aa8f93f540936e88c11601734f54fb96d2e12,ZC3yzCMHipNPSZTBQQ1Yd/qZNuLJi+R8K86K1hzZlss=,642df2cc23078a934f4994c1410d5877fa9936e2c98be47c2bce8ad61cd996cb,500fb8c0f8099fbebc637d2c59bfc2030677ae7c5333011afe620ce6bfd0c079f75ac78eb31de480fe9c3443851bcaa33d8a471da49f582667c3840e938f57bf
12,chevrolet,1500,2018,3gcukrec0jg176059,ae8066b475d1f605c653925dfd6eb2e5f164cb44d769b3abb29ebc449491b4de,1535ae14a00b4b6bac159aef8727c294afb4226e80ac3655f123eed5db6575ae06b6d98b4621b237075968cf105ae97995d18a7e80fa08a356fe1b81cb3587ad,p4a+KefpzxN4QOCk3Pbq1/wXnBE9KJJ3a3pkJtclOTY=,a786be29e7e9cf137840e0a4dcf6ead7fc179c113d2892776b7a6426d7253936,e37934a9a5fc94d1459adbfc5d3cc0fa71d7a5e8c0dfd089dff9858d2dff94ff337e21253b54ce23367f936eb8d5cb60d52afcca482d08df7c120d76a6e73fa0
13,chrysler,wagon,2017,2c4rc1cg5hr616095,10ebf327fbf7ac8f6f004b420b481565b7b494f4d4856caeffe47750944219bc,5a802b305c80b847d9c457bac67108cdea341b530a8aa99b76aa1f201ec7eed1145a3fd33817278022ea14aafa9135d422c4a64cddc044341023aa286bd5c784,DzpkRU6n/0epwxBBjj2/jOieV8EhvXNlgp0M6wxGsnc=,0f3a64454ea7ff47a9c310418e3dbf8ce89e57c121bd7365829d0ceb0c46b277,e872904ea079f7a18f673e15417d3cf0670fff1bf1bfa0b465d3dba57204671085fc976dd2b193378bd9d4c1b3b543aad157b4c6e41d171ebe88110739627c17
14,ford,door,2013,1ftfw1et7dfa47790,557247310f9065422031f18ddea7bfecc57f261f50b06fa3001627ac66148f93,2004820eaaacb4c13709f64553e5d01bb15606f8df605b4544ea1630e46eab6a54384589aa14d8e48da5c8026ac3afb9d585273f8db1a74451cc340375b61f99,HjBQJR50fARP6pKhXVf/w/f3za5JvMskjkS7AqbNYU4=,1e3050251e747c044fea92a15d57ffc3f7f7cdae49bccb248e44bb02a6cd614e,94934fa3e6925e70f676206a776152bee25df8c869be2cd0f1884d5acaff2cb22e87f4a4054dbe85896d297cc48a3aa0d03ce8c1df732f84f282c9ec3e452bfe
15,gmc,door,2017,1gks2gkc6hr328389,9472506a63c904fa7029c3fa9caf2ca0691857648258a6fc8b907df4e9d2b08a,f567e50f7e60bd6cfbdb3b2b86e935955ad5803ecc84518ecc493c15a230e6f5ce24bb659f38357422a0e7acdf8f43e0dbfbe90dc9befcca453be75ef63957d5,eb4gHVOKq4xb+kxJhfdQgBITqMpmKauqr9r4RvCPBb0=,79be201d538aab8c5bfa4c4985f750801213a8ca6629abaaafdaf846f08f05bd,97fd84fd01161678af813f7bd3b281dbccb354eaa5744542f4b03b0fb48251f9943fe8c24016d5b5dd58fea132e9d73206fe42c42a56d7f6ff34a79b83143544
16,kia,forte,2018,3kpfk4a77je198723,0f7fd52065542aa94430c4917582a287601106ed7f17d46dee3128c2c0b16b46,cc0bb7a60a46fa53e33e0c1dd7d3328ede7ed9d405420520ba40eb600eafaf2dbfa5fb3cb2fab4c71958fa11fdb878b8f9cfb73d671c4d5c2ddfd897ac9dcc79,vHigwANzdhkKW2EadA2cfo36ofStYeRadVZrBhG1cBY=,bc78a0c0037376190a5b611a740d9c7e8dfaa1f4ad61e45a75566b0611b57016,439ac6900077398015e7c40652fcf3b15ac53b5cc64ccab2f00c5de90766bdcdbe933867b75f19966410696718186d212630f89194d7645647a4ffb92d0f663c
17,buick,encore,2018,kl4cj1sb6jb688844,d8922255537eb523aaae3ca0c25c2f734b2b202e58e0db8d686907f290664a61,60ce6dd6e4761f2e9bf789479649c01734a7ae303b447f9b9a8827c78bbde39fb5d8c8ae5d200dd5cb88985458dbe09762623b146cceefed7bd5ee0b30c93759,xmvTUaH1/RVtFo8K/OGDGc1+5y6SIwy5a6ql+2tOAtI=,c66bd351a1f5fd156d168f0afce18319cd7ee72e92230cb96baaa5fb6b4e02d2,03b60cd0de0974cd6588c530c4b633f26ec1e41ed3cb6ed09b68567f8bb87a0162a5cde7115da381e96147c0919a1b8228995646476f2d9b338afa199cfba216
18,ford,mpv,2017,2fmpk3j95hbb73607,57e767bccb611a77b293685d63913465d263e6cef0a40a1d1df90e5973927cdf,c44d2ef05256e6152036c03d031bf07b5617398c5e7e9e8234251f32183958e0ba3f25bce978600eb50d6556df2b29cc3efe6cdf6203e5f210034e58c5426a81,1DyVr7RuvjdsM+u/+uN3ZEjGk+YD1fuFhKnw7P3RqVA=,d43c95afb46ebe376c33ebbffae3776448c693e603d5fb8584a9f0ecfdd1a950,45d629459de2afe918bafcf4c67bd8ea11e676eb074d69f039558f90b5e56310b26ac4989a5cc7c8269e2b969b615b13971f1cebf41b426bf480a30235b7189e
19,ford,door,2013,1ft8w3dt5deb68569,68c10ec87c7db10a159098f8cf152206d2dc552548526ae87b2a60295ba48ba9,036537196380d27183afa65ef54f3364cd435a8651f346ea5ae4bb1031c7578adb39cfa7d829fb68b4809c42356ed8e0761080ad0947e66737244c67a3542a99,aFXX96oxuAq8IBSX/VL1xFgvBkIjKMQb3mTE5OlSiN8=,6855d7f7aa31b80abc201497fd52f5c4582f06422328c41bde64c4e4e95288df,a26177362cfcb4946852d96078d5c2b6379e66745e813b0fb432193a5b18a03a1fd0c89cde7b1b852b98f4ccb293b6dbdcf2dbf34d4d740a23eaeb1d671b1f41
20,gmc,door,2017,1gks2gkcxhr328380,ffbb98d21553fae9667cdfe99e5341323c56a7f2a1995a4525591434a2264405,4e906946d97d717c252cbbc00063bc70937aa05bd475a0e0cf011a8bf6032551976a819c34fdc6a9eb49f96a8ca923fb566eb5e3211fc3218aff4c0ceb77b62c,isU1gE10o84VM6wry3O8OaCjXT1hRozfHz6/NTkFY0s=,8ac535804d74a3ce1533ac2bcb73bc39a0a35d3d61468cdf1f3ebf353905634b,117663c9a0221ed658b593730d7e2a1aa2c49eea4a1c9c134c482b42f7bad4bc7f6e5c167bc650e0b2f847a5905d032f08fff102c58faa6cdd87cb09a1f81195
21,kia,forte,2018,3kpfl4a79je272611,205f7546cdd9eaff3cd76395261637fdcb92207d3972f271066463295ca41c1b,f312fba34fb06b9c61b3b029d07c0802ce9826c1f4aa47b24a0e08313e4c4c1e21a844f9259c6cf8c4c8bcc84df5b74e6a1a91a232bba1d9d8c5ad5dc21c9a84,RWHYHBBBk1RSjaCk8DYPp/hREV/NCo6+hjfakUwxkjo=,4561d81c10419354528da0a4f0360fa7f851115fcd0a8ebe8637da914c31923a,fbfd9299d0b807b5aad92d9c7e5101cab8bcf4b2c4947beabfc1c78ec3ddf420c9e34c7fc30d0894157c8afaf5544445bcb7988afd28ace4ba2948a5019ca293
22,chevrolet,door,2015,2gnflhe33f6214023,71c8e2c00818767245dbf04a3997ccb88e674fd4eda5affad67481e0004c13ce,54aad9a849653a98a3713d8fd15e6d8f8cb1d493f9a497b258e0d6c2e24c438c643558ed4c73dcd67c4f80680913e6a938cd50db26b730737e2c0a0f4fcda23d,Xynl6NiyI/DG9MhPP7kcyAW/aoBFISHWrJyZZvWauQA=,5f29e5e8d8b223f0c6f4c84f3fb91cc805bf6a80452121d6ac9c9966f59ab900,79bfd9f5f05f9d99e6209d6215028584325b13d82d0bf2f74f6e182368b8cb0bc9ea558e27c1bf46b192b0301dba2306b459f083d5b199cc3982fb30d62f5a73
23,ford,mpv,2017,2fmpk3j84hbc09276,39054faa97e3f100eac09ecbe2018833243cbdfb88b81a90fcefa6286850e1e1,c6fbad2441733b16f5e5aa5a3cefaf2ebfe83fcd3d468f1fac9a68878abbd5f8e5db9f04f47fc4626187d8a2861eb30a2b4fc9666d7fa3ac0f34007d57b6881f,DBHKMDM0wW6q4KwC58A9fRuIb+mzeETXtumuXh5HkCo=,0c11ca303334c16eaae0ac02e7c03d7d1b886fe9b37844d7b6e9ae5e1e47902a,eeb946db9348fa552f95a6b10183645971fe11ca69474245c1cf39f0152165b55130942cac521cf7a718721386759093d72cc27573a7f34eeee5cbd2206bc6a7
24,ford,door,2013,1ftfw1efxdfa01008,eba15592ee2f3c9db9778b622b95db8b50c872117f617027334466d80d1eeb78,3cf3e8eed45027023bc2758b9c3eb70f168295fa66e40eb473133f7a4dfb0a4d2dc05f2cd4b1e725af8cbfe1de9c31211cef0805fd93b0565f84d6aa3b689800,mhYnh1lb/0Vsb+LsEkXrXzb/VypCgdaeMYxWeUmWjK4=,9a162787595bff456c6fe2ec1245eb5f36ff572a4281d69e318c567949968cae,c3f3e2aae484415e049d16c4def3dfcdba6fb2103f0ff136b5e78df8e57f0d85f679afe7a952e75e4ea5418470418f7a4f305c08afedce482b08fbb997571269
25,gmc,door,2017,1gks2gkc2hr327918,974d49989cc2fdff6dd284e10e856852bf0387cf27b66a4220c2025fb49dc3a2,cb876b3d93938de1b205dedd738fd719acdbfffb5b4025add3d5b2f9d4085477882fb2910da9a7bc72a3f690d3015dcb977604ddaa37a44c5358f871fbca6ad1,zgoVWLZd6ZUueH1G+Qd6m6Qavo1fDuIs4j45pNP3Eic=,ce0a1558b65de9952e787d46f9077a9ba41abe8d5f0ee22ce23e39a4d3f71227,744023aed0ae8f873aa51913a21186ccb5066550bbdf73933a6a223821504c1b050024eac707dc125ac18dc316995e35d75eaca5052de156745c745bdc18ae3d
26,kia,sorento,2020,5xypg4a59lg616029,48ac19d351d3bbe3f17758e75289ce111e806e454d585c93fcbcd13b38d0f3b1,1e91ba05fa08e91b5a9485efcddc90fbdf1813ff8cbc6d02585c038cbc576b4e3ba31381467ec49dbf26894e2c1470c9ac365285c3a72c9ab6cafd936a5781d5,oHR2cxR1yQYXdzMLyIHQ4SBY6Wo7z/N3f6IGTh6bXYU=,a07476731475c9061777330bc881d0e12058e96a3bcff3777fa2064e1e9b5d85,1c1c3a0a77347dbf17f813ce46ad3ca30b7594b22f6295990885fb899f8f2a637c9bac8f94ae55cffe9f6b88f8586e22958c4050e80f7df6f009254f775fbfcf
27,buick,door,2014,1g4ps5sk1e4188639,ae2333a5a2593c089a24325a761387a8a856a40d479b43d1ceeed4cae6d94c95,2019c58319c03a11908f70bb09510aad17d5d1c9c150bad0b36e1c63307244b53b200a337315c64249f47ebcf5ce6dad03cbaf490151af4c688585f0bd562144,SS+2cksIxp0QAr2nvK+t2js7VgRyZ0zTQgpbWLdzhVc=,492fb6724b08c69d1002bda7bcafadda3b3b560472674cd3420a5b58b7738557,3855265a0940430a0ebdcb6c92e5aadb65c6e95a8630e303bc578da020a5dea6b347db556dbd2225e4adf02c9fb9c1517d56fce27c6dbfeaa5c94ab8c9251bdf
28,ford,doors,2017,1fadp5auxhl109013,0f9bee1113fb73842cd29fd8ca5b7641af5e2693af3b1c57827e24ce4d65b704,ae63c0d558807857e9740076014fe295b8526aac2080413b9a3aee2ccec8a5c3c68128175d82e94b0a0d12e443876f068947860e70f538f9bc336a28eb8b4af4,3SavTyeoSyQZnnNQKNpF027esCHc+6XBXMUWWNpG6n4=,dd26af4f27a84b24199e735028da45d36edeb021dcfba5c15cc51658da46ea7e,4ebea3ccf2efb53fc1815e4bf43d743163632d28cca0cf06c339deedb19329477792b9ffd54e9164391466d492c57fe5ac507a9c98b291d064850796255b1a52
29,ford,chassis,2008,1fdwf37r28eb95687,0a01a64f018d8a1ac53fc9e126459bcfd14646fe512396ad39d662282ba76dc6,c05686289fe690915a5edbb2e6d53717e7a1bf2c320d685d68b29f856fd56bf18ffb0072fbc98b92dcc64dbe19e2f8aba91c24b7a430946664d998117dface5b,DCtyCQ9kbROUtdGve8VjH5x3P0DoFYPIzrfjBxB3lIA=,0c2b72090f646d1394b5d1af7bc5631f9c773f40e81583c8ceb7e30710779480,67acbf370980ca592455a421c5ae0bd902c0034bf4d87217143e12793705d9f8b3367a39fddd7da9404f2e77b971976dbc7459e86ebf174d1a7338cfb526e907
30,gmc,door,2017,1gks2gkc6hr326335,03a673a6158f0624cfe96843f3f75fb4fa355f2c8515f6d6b7d0855c0167d5ac,dd1948774b3321c37fe99022f20ac70c019de045e9e0b87b764cf69f002d86fedfea4c7c0c615da774ccbbe22544209401886e343e7b1c3c06b9e4c3ddfe15de,lQx6Bg7zij9LL1nkFPq92E6qBnW9ueP2JzBfqmz6KCM=,950c7a060ef38a3f4b2f59e414fabdd84eaa0675bdb9e3f627305faa6cfa2823,f2d5fd44ca65d6350cbbde479cee8491277e32be378c98de9510ab7853986e9b2f859e79c4d8c78fede38c3ec12fe550e51f034cfa3052842d17c7e64943eb33
31,infiniti,q70,2016,jn1by1ar7gm271292,8d24aecc4fc514d99be474885fd91ea00ef9a53bb50c9b62888732b1b372805b,b0a02bd66576e0f996adf86caefe5b864ad2b327b2cf989447cbfc32ce0dd0882c386f142f295346813a9fe6021e535f6a9821e0ee153254e0010562cf627762,73WmqgfcUCyFKtCH8vD2T8bzBliAvE6AMvxqRGRqAfA=,ef75a6aa07dc502c852ad087f2f0f64fc6f3065880bc4e8032fc6a44646a01f0,b80769b5fa4aa2930186cde8fb173cd7ac9393ec6a386dd0dca7a3cc016a1bd5b80c75afcc3556b3d126208f6b4fda72a5927d8f8920d28f86ab4bc0cf3370c3
32,chevrolet,camaro,1973,1q87t3n166389,dcea49473c8cf8f709354ba1777ab32ef276b0cf06f0ef220c1882189139c0ad,fe958049867e562092379f4a90336bdafeb9f207f49643d059f70d7694098596b564f2d742d2aa616a96c7dd344f3e700e1ba128f172a31b353d8b5dcb86d136,9/O52qDZNBIT1He0gq58lVhiMuO6Kw3cM6U7HxQ+Zjg=,f7f3b9daa0d9341213d477b482ae7c95586232e3ba2b0ddc33a53b1f143e6638,ed7a7cea28c6b0236afb9a130413206f9da3cf45db608567840ad9e01e1e225e0e6ee2bd7b10faec70a1a3f720e451ea9235a5ffb6b69ed2f3a26059da1d7726
33,ford,mpv,2017,2fmpk3j9xhbb56401,135afdd3d603e1f10c66e537a19ae7a4d1f7a20859f8806222837ee0861aba27,6e3467ad998d1446d68d51e2d60405f0c797a658acfe05f2a6479ec61c6a1121b95c48054e3e65fdcf3be70212595b69b08845dc1952d8425508fb9425338ff1,RiBcWXTT8nimOkTxTLcmEkTBoN6MdYWEqXxc/TeXGW8=,46205c5974d3f278a63a44f14cb7261244c1a0de8c758584a97c5cfd3797196f,1098bda5ec63564dac3e9015ee23178108f97502a99cd5332e9949d4c85ab6ed0d0f764e7a7ee7d19b22af3c24370819cccf83907a5f89d0fe495e7205d1c94b
34,ford,convertible,2003,1fahp60a63y107799,5778c36cdc6712d0f418409e2abe71e03b02ce60e522512025cd49d309429502,58f624a536d987aea298e9fde5d911b72dd826188578aa325b00da349ab2711aa0b1188dc8aea528269a95b84141d6e1c497c1dd2597dfb83d527c34dea7c40e,P6LT4F7BUCto4jVU12clh2/4iHn4ws3ZRrU+gAIM9x8=,3fa2d3e05ec1502b68e23554d76725876ff88879f8c2cdd946b53e80020cf71f,bf9d0259b65b8c1d940883f7fd7b01e68300f97d91f72c6f74dd6d8844cefc01d46061a2bf5e24898b9778b1551500323379f9671b480dd35dae0673076047a0
35,gmc,door,2017,1gks2gkc2hr328793,282a686cc15355169a4560d323d105d1592ee1dcbb54643d0c8eef174cd13f33,ac6fd17f9a8f6492e496fac99d9e68d8caa225d5b828ab7030da32516032faaf41f902fed299f0d12b7d9d37820e48547702496a0a412ce1518f7ac7ec08cf92,LSx9vs3fGw6QHP1+doIXxAFhxj8l9r2mnD1+CsG8XHU=,2d2c7dbecddf1b0e901cfd7e768217c40161c63f25f6bda69c3d7e0ac1bc5c75,ae6cef6445e75faee01d2b9ea89843c7524676a1840bb67e7746a13edb23dea9200a5cb9eea1ba8e7c8c3150835ee1b042e1a5f7d29a2296c67a7cda502bf299
36,mercedes-benz,vans,2016,8btpe7dd4ge127040,a41318742d2f0cf89f7d4e7987f72ada3968b158611dd930956a856858056926,19d7572f17a7fa6241bbc9a85c910626e57c5139f789edf2625a243f92617ee088a678e06d42175493ed06e783356ea775b8eac11010c34350400e318c3af74c,DPH5tk9m06MKGaTDADTS5Awq6RktExxyOY3FQ41whmE=,0cf1f9b64f66d3a30a19a4c30034d2e40c2ae9192d131c72398dc5438d708661,b27bd5e73612c5ec3741f91ac96958bf9882624e06f90b1d94e39c2986150c91d23015339f7837f08baf49e74aa46703dafcf81a0ef89c4cc130aada12c7d08a
37,chevrolet,1500,2018,1gcncneh5jz302471,4b01c2726c1567b153c5692154796b8f94075e1195a27c5b3abc5824a7a11cdf,532eddc2dc6fee89e68c47a679c2e57f09b56729a42e41e7f1086c5557353d0d9e707163ff6f9beac63ff4952fe1678e5b4e7fc79770341f505d7aa594a338f3,roKC/uK7KgWkmhNo1toqJpwMLGod7rigr3JZwfgwhB4=,ae8282fee2bb2a05a49a1368d6da2a269c0c2c6a1deeb8a0af7259c1f830841e,ef99b0a185fdd764189d29ba65067012c9a4143c59f96f4bf2560920f4d9fcb50bfe54a8dc00952e155dbbcf2aade443a12ab599886d81abf36a274bf1e48eae
38,ford,mpv,2017,2fmpk4k96hbb16692,89839c951f7ecd0ba2c199c0d9d7a7ed1a21aa879d64007691da2b5f2f694e99,c7dc51c49cc16f2ef9d10bd4d21ee0320c9279537cb671abdcb4073d88342e3954d6860eb9ebc37d2023ad6bc97036d0ac29e818c12de44c526bfd28449b15a8,65gyoc+P9nez+Gr2awc32MWTzCqGJ3oEGDjggkcgpuE=,eb9832a1cf8ff677b3f86af66b0737d8c593cc2a86277a041838e0824720a6e1,70e02aabc0a0721ff54bf42d944b06e9bcddff229d0e9506fe066248d76668783403fcd93d1bdeaab3101156a2f8ff834a6ebf9bff4ca55abd136365787da620
39,ford,pk,2003,1ftnx20p73ed69682,68db7d28f31dd6922eea37c45b897ac670c2678125e5cb7086cf761040e1ac3c,8409b034cac91e1cc2638cbb7316232f982693490b97e47e28486d427d326a03809e992c453afa8b5f6ac3ae52a076c5a235f8704c2a600bb0fef085c5f299b5,PEa4XpTR0lbUUIAcUUwR2oBJ5V/jvQRifuIE9nmJGb0=,3c46b85e94d1d256d450801c514c11da8049e55fe3bd04627ee204f6798919bd,033a4fe395c3da066b51f59c302a74bdee47cbe730ef55c84f97cb46d9fd8714183d06ba12dfd033c2279657d079e04321b7b4afeab369ba2742b43c74466db9
40,gmc,door,2017,1gks2gkc6hr325461,44159af4735b2a61e5fc1a623de2b45927b0e681c0078c6a06c8d0ba2adc5b1c,4f9d9a402bbd8f4c1c5f0c9a53e9b8206c7077124badd050e7dd7367dea94659c6c58d0788a340eb15c777fdb251970bf2bcfe2cb80799b00d68025fe9df1453,UIJdenpDD2HGWdMjfOD6h5SAE45F47SR4s8SlI8bZ2Q=,50825d7a7a430f61c659d3237ce0fa879480138e45e3b491e2cf12948f1b6764,9371100f21a557b37959fd354fdcb591e2e7d766a6315eec3333802a7d6b90d6e966e3e1620a11177820fa158c0e931b52e781f0da01f113a85d7ac801b2db3f
41,mercedes-benz,vans,2016,wd4pe7dd1gp253504,8eb7192f3c7ef2d6dd559d215e44928bf2d34deaa9485913ffbec4b41823fbaf,32b31dc80ec4801bc3cfa81ebd3f5c983b017f32d753775260fc9b82bceb815080ea89211f4124f1d8f1481490035559564ea8c73ff898e4a69c074253522283,Pli+nhKzsEb9+Ud/x6LYZhiAnbd0y0msih8ex+xpQhg=,3e58be9e12b3b046fdf9477fc7a2d86618809db774cb49ac8a1f1ec7ec694218,94a53426a1f963933ad1f6734fec0d522095d484086f6071e497411e026ce5c0b7f64d0ac94d102a47f4eb47260b27742b15a41c618d1a2adc43970bae5dd0da
42,chevrolet,1500,2018,3gcukrec4jg204915,62e09ad55a79fa9342aa4d6ce6b6e8ce43fc636a74f64fe1221fcc7b7b76edff,9e80a28e2f4afeeb90f24ebf19f074f287a0f2d2d5e3ade490d1866bc1fae8597bb66536d772af89fb898889aa9956df961c2adf02fb50d1ef74e5b7355d90d7,S64yfhJALZCmnd1LVHGBPcalvrykcvqEVjSM8GH6508=,4bae327e12402d90a69ddd4b5471813dc6a5bebca472fa8456348cf061fae74f,57ab693ea0107bb42f9867d7f60d90b1389b058d8ed551399e540cbae31607c171024859294faa210cb25b06690aab2e16a84d8048dc5846d5567faacac2dae2
